,Role,Season,Class,Region
4225,tank,SL Season 1,Demon Hunter,EU
4226,tank,SL Season 1,Demon Hunter,US
4227,tank,SL Season 1,Demon Hunter,EU
4228,tank,SL Season 1,Demon Hunter,EU
4229,tank,SL Season 1,Demon Hunter,US
4230,tank,SL Season 1,Demon Hunter,EU
4231,tank,SL Season 1,Demon Hunter,EU
4232,tank,SL Season 1,Monk,EU
4233,tank,SL Season 1,Druid,EU
4234,tank,SL Season 1,Death Knight,KR
4235,tank,SL Season 1,Demon Hunter,EU
4236,tank,SL Season 1,Monk,EU
4237,tank,SL Season 1,Paladin,US
4238,tank,SL Season 1,Demon Hunter,EU
4239,tank,SL Season 1,Monk,EU
4240,tank,SL Season 1,Demon Hunter,EU
4241,tank,SL Season 1,Demon Hunter,US
4242,tank,SL Season 1,Monk,EU
4243,tank,SL Season 1,Monk,EU
4244,tank,SL Season 1,Monk,US
4245,tank,SL Season 1,Demon Hunter,US
4246,tank,SL Season 1,Druid,KR
4247,tank,SL Season 1,Demon Hunter,EU
4248,tank,SL Season 1,Demon Hunter,KR
4249,tank,SL Season 1,Death Knight,EU
4250,tank,SL Season 1,Druid,EU
4251,tank,SL Season 1,Paladin,EU
4252,tank,SL Season 1,Demon Hunter,EU
4253,tank,SL Season 1,Warrior,KR
4254,tank,SL Season 1,Monk,EU
4255,tank,SL Season 1,Demon Hunter,TW
4256,tank,SL Season 1,Druid,EU
4257,tank,SL Season 1,Demon Hunter,EU
4258,tank,SL Season 1,Paladin,EU
4259,tank,SL Season 1,Monk,EU
4260,tank,SL Season 1,Demon Hunter,EU
4261,tank,SL Season 1,Demon Hunter,US
4262,tank,SL Season 1,Monk,EU
4263,tank,SL Season 1,Paladin,US
4264,tank,SL Season 1,Demon Hunter,EU
4265,tank,SL Season 1,Demon Hunter,EU
4266,tank,SL Season 1,Demon Hunter,EU
4267,tank,SL Season 1,Demon Hunter,KR
4268,tank,SL Season 1,Demon Hunter,KR
4269,tank,SL Season 1,Druid,EU
4270,tank,SL Season 1,Paladin,US
4271,tank,SL Season 1,Monk,EU
4272,tank,SL Season 1,Death Knight,TW
4273,tank,SL Season 1,Demon Hunter,EU
4274,tank,SL Season 1,Demon Hunter,EU
4275,tank,SL Season 1,Druid,EU
4276,tank,SL Season 1,Demon Hunter,US
4277,tank,SL Season 1,Demon Hunter,EU
4278,tank,SL Season 1,Monk,EU
4279,tank,SL Season 1,Demon Hunter,EU
4280,tank,SL Season 1,Druid,US
4281,tank,SL Season 1,Demon Hunter,EU
4282,tank,SL Season 1,Demon Hunter,EU
4283,tank,SL Season 1,Demon Hunter,US
4284,tank,SL Season 1,Demon Hunter,EU
4285,tank,SL Season 1,Demon Hunter,EU
4286,tank,SL Season 1,Demon Hunter,KR
4287,tank,SL Season 1,Monk,KR
4288,tank,SL Season 1,Death Knight,US
4289,tank,SL Season 1,Demon Hunter,EU
4290,tank,SL Season 1,Demon Hunter,EU
4291,tank,SL Season 1,Death Knight,EU
4292,tank,SL Season 1,Paladin,KR
4293,tank,SL Season 1,Druid,EU
4294,tank,SL Season 1,Druid,CN
4295,tank,SL Season 1,Paladin,EU
4296,tank,SL Season 1,Demon Hunter,EU
4297,tank,SL Season 1,Monk,EU
4298,tank,SL Season 1,Monk,EU
4299,tank,SL Season 1,Paladin,EU
4300,tank,SL Season 1,Death Knight,KR
4301,tank,SL Season 1,Demon Hunter,CN
4302,tank,SL Season 1,Demon Hunter,EU
4303,tank,SL Season 1,Death Knight,US
4304,tank,SL Season 1,Paladin,EU
4305,tank,SL Season 1,Demon Hunter,US
4306,tank,SL Season 1,Demon Hunter,US
4307,tank,SL Season 1,Demon Hunter,US
4308,tank,SL Season 1,Demon Hunter,EU
4309,tank,SL Season 1,Demon Hunter,KR
4310,tank,SL Season 1,Demon Hunter,EU
4311,tank,SL Season 1,Death Knight,EU
4312,tank,SL Season 1,Demon Hunter,EU
4313,tank,SL Season 1,Demon Hunter,CN
4314,tank,SL Season 1,Demon Hunter,US
4315,tank,SL Season 1,Demon Hunter,TW
4316,tank,SL Season 1,Druid,EU
4317,tank,SL Season 1,Demon Hunter,EU
4318,tank,SL Season 1,Death Knight,KR
4319,tank,SL Season 1,Demon Hunter,EU
4320,tank,SL Season 1,Demon Hunter,EU
4321,tank,SL Season 1,Demon Hunter,US
4322,tank,SL Season 1,Demon Hunter,CN
4323,tank,SL Season 1,Demon Hunter,EU
4324,tank,SL Season 1,Demon Hunter,CN
4325,tank,SL Season 1,Demon Hunter,EU
4326,tank,SL Season 1,Paladin,EU
4327,tank,SL Season 1,Demon Hunter,EU
4328,tank,SL Season 1,Demon Hunter,EU
4329,tank,SL Season 1,Demon Hunter,EU
4330,tank,SL Season 1,Demon Hunter,US
4331,tank,SL Season 1,Demon Hunter,EU
4332,tank,SL Season 1,Druid,EU
4333,tank,SL Season 1,Demon Hunter,EU
4334,tank,SL Season 1,Demon Hunter,EU
4335,tank,SL Season 1,Demon Hunter,US
4336,tank,SL Season 1,Demon Hunter,KR
4337,tank,SL Season 1,Monk,US
4338,tank,SL Season 1,Demon Hunter,EU
4339,tank,SL Season 1,Druid,EU
4340,tank,SL Season 1,Warrior,EU
4341,tank,SL Season 1,Demon Hunter,EU
4342,tank,SL Season 1,Demon Hunter,US
4343,tank,SL Season 1,Demon Hunter,EU
4344,tank,SL Season 1,Monk,US
4345,tank,SL Season 1,Demon Hunter,KR
4346,tank,SL Season 1,Demon Hunter,EU
4347,tank,SL Season 1,Demon Hunter,EU
4348,tank,SL Season 1,Demon Hunter,US
4349,tank,SL Season 1,Demon Hunter,CN
4350,tank,SL Season 1,Paladin,EU
4351,tank,SL Season 1,Druid,EU
4352,tank,SL Season 1,Monk,EU
4353,tank,SL Season 1,Demon Hunter,EU
4354,tank,SL Season 1,Demon Hunter,EU
4355,tank,SL Season 1,Demon Hunter,KR
4356,tank,SL Season 1,Demon Hunter,US
4357,tank,SL Season 1,Monk,US
4358,tank,SL Season 1,Death Knight,EU
4359,tank,SL Season 1,Demon Hunter,EU
4360,tank,SL Season 1,Warrior,EU
4361,tank,SL Season 1,Demon Hunter,EU
4362,tank,SL Season 1,Demon Hunter,US
4363,tank,SL Season 1,Demon Hunter,EU
4364,tank,SL Season 1,Druid,EU
4365,tank,SL Season 1,Demon Hunter,US
4366,tank,SL Season 1,Demon Hunter,EU
4367,tank,SL Season 1,Paladin,EU
4368,tank,SL Season 1,Demon Hunter,EU
4369,tank,SL Season 1,Death Knight,EU
4370,tank,SL Season 1,Demon Hunter,US
4371,tank,SL Season 1,Demon Hunter,EU
4372,tank,SL Season 1,Druid,EU
4373,tank,SL Season 1,Death Knight,EU
4374,tank,SL Season 1,Monk,EU
4375,tank,SL Season 1,Paladin,EU
4376,tank,SL Season 1,Demon Hunter,CN
4377,tank,SL Season 1,Demon Hunter,EU
4378,tank,SL Season 1,Monk,EU
4379,tank,SL Season 1,Druid,EU
4380,tank,SL Season 1,Death Knight,EU
4381,tank,SL Season 1,Demon Hunter,EU
4382,tank,SL Season 1,Demon Hunter,EU
4383,tank,SL Season 1,Demon Hunter,KR
4384,tank,SL Season 1,Druid,US
4385,tank,SL Season 1,Demon Hunter,EU
4386,tank,SL Season 1,Warrior,US
4387,tank,SL Season 1,Death Knight,CN
4388,tank,SL Season 1,Monk,EU
4389,tank,SL Season 1,Druid,EU
4390,tank,SL Season 1,Druid,EU
4391,tank,SL Season 1,Paladin,EU
4392,tank,SL Season 1,Druid,EU
4393,tank,SL Season 1,Monk,EU
4394,tank,SL Season 1,Druid,EU
4395,tank,SL Season 1,Demon Hunter,EU
4396,tank,SL Season 1,Demon Hunter,US
4397,tank,SL Season 1,Demon Hunter,EU
4398,tank,SL Season 1,Demon Hunter,US
4399,tank,SL Season 1,Demon Hunter,EU
4400,tank,SL Season 1,Demon Hunter,EU
4401,tank,SL Season 1,Demon Hunter,TW
4402,tank,SL Season 1,Demon Hunter,US
4403,tank,SL Season 1,Druid,EU
4404,tank,SL Season 1,Paladin,US
4405,tank,SL Season 1,Monk,EU
4406,tank,SL Season 1,Demon Hunter,EU
4407,tank,SL Season 1,Monk,EU
4408,tank,SL Season 1,Paladin,US
4409,tank,SL Season 1,Demon Hunter,EU
4410,tank,SL Season 1,Demon Hunter,EU
4411,tank,SL Season 1,Demon Hunter,KR
4412,tank,SL Season 1,Demon Hunter,US
4413,tank,SL Season 1,Monk,US
4414,tank,SL Season 1,Paladin,US
4415,tank,SL Season 1,Monk,KR
4416,tank,SL Season 1,Druid,EU
4417,tank,SL Season 1,Demon Hunter,EU
4418,tank,SL Season 1,Demon Hunter,EU
4419,tank,SL Season 1,Death Knight,US
4420,tank,SL Season 1,Demon Hunter,US
4421,tank,SL Season 1,Demon Hunter,KR
4422,tank,SL Season 1,Demon Hunter,EU
4423,tank,SL Season 1,Demon Hunter,EU
4424,tank,SL Season 1,Druid,US
4425,tank,SL Season 1,Demon Hunter,EU
4426,tank,SL Season 1,Monk,EU
4427,tank,SL Season 1,Demon Hunter,EU
4428,tank,SL Season 1,Death Knight,EU
4429,tank,SL Season 1,Death Knight,EU
4430,tank,SL Season 1,Demon Hunter,EU
4431,tank,SL Season 1,Demon Hunter,CN
4432,tank,SL Season 1,Demon Hunter,EU
4433,tank,SL Season 1,Demon Hunter,US
4434,tank,SL Season 1,Monk,EU
4435,tank,SL Season 1,Demon Hunter,EU
4436,tank,SL Season 1,Monk,EU
4437,tank,SL Season 1,Monk,EU
4438,tank,SL Season 1,Monk,EU
4439,tank,SL Season 1,Druid,EU
4440,tank,SL Season 1,Demon Hunter,EU
4441,tank,SL Season 1,Paladin,EU
4442,tank,SL Season 1,Druid,KR
4443,tank,SL Season 1,Demon Hunter,EU
4444,tank,SL Season 1,Monk,US
4445,tank,SL Season 1,Druid,US
4446,tank,SL Season 1,Demon Hunter,EU
4447,tank,SL Season 1,Demon Hunter,US
4448,tank,SL Season 1,Druid,EU
4449,tank,SL Season 1,Demon Hunter,CN
4450,tank,SL Season 1,Paladin,EU
4451,tank,SL Season 1,Demon Hunter,CN
4452,tank,SL Season 1,Demon Hunter,EU
4453,tank,SL Season 1,Demon Hunter,EU
4454,tank,SL Season 1,Monk,EU
4455,tank,SL Season 1,Monk,EU
4456,tank,SL Season 1,Demon Hunter,EU
4457,tank,SL Season 1,Demon Hunter,EU
4458,tank,SL Season 1,Demon Hunter,US
4459,tank,SL Season 1,Demon Hunter,EU
4460,tank,SL Season 1,Demon Hunter,KR
4461,tank,SL Season 1,Demon Hunter,EU
4462,tank,SL Season 1,Demon Hunter,EU
4463,tank,SL Season 1,Demon Hunter,TW
4464,tank,SL Season 1,Demon Hunter,KR
4465,tank,SL Season 1,Monk,EU
4466,tank,SL Season 1,Demon Hunter,US
4467,tank,SL Season 1,Monk,EU
4468,tank,SL Season 1,Paladin,EU
4469,tank,SL Season 1,Demon Hunter,US
4470,tank,SL Season 1,Paladin,TW
4471,tank,SL Season 1,Demon Hunter,EU
4472,tank,SL Season 1,Druid,US
4473,tank,SL Season 1,Demon Hunter,US
4474,tank,SL Season 1,Demon Hunter,EU
4475,tank,SL Season 1,Demon Hunter,EU
4476,tank,SL Season 1,Demon Hunter,EU
4477,tank,SL Season 1,Paladin,US
4478,tank,SL Season 1,Demon Hunter,EU
4479,tank,SL Season 1,Druid,EU
4480,tank,SL Season 1,Death Knight,EU
4481,tank,SL Season 1,Demon Hunter,US
4482,tank,SL Season 1,Demon Hunter,EU
4483,tank,SL Season 1,Demon Hunter,US
4484,tank,SL Season 1,Warrior,EU
4485,tank,SL Season 1,Monk,EU
4486,tank,SL Season 1,Demon Hunter,EU
4487,tank,SL Season 1,Demon Hunter,EU
4488,tank,SL Season 1,Demon Hunter,EU
4489,tank,SL Season 1,Monk,EU
4490,tank,SL Season 1,Monk,EU
4491,tank,SL Season 1,Druid,EU
4492,tank,SL Season 1,Warrior,US
4493,tank,SL Season 1,Warrior,KR
4494,tank,SL Season 1,Demon Hunter,KR
4495,tank,SL Season 1,Demon Hunter,KR
4496,tank,SL Season 1,Demon Hunter,US
4497,tank,SL Season 1,Paladin,US
4498,tank,SL Season 1,Druid,KR
4499,tank,SL Season 1,Demon Hunter,KR
4500,tank,SL Season 2,Paladin,EU
4501,tank,SL Season 2,Monk,EU
4502,tank,SL Season 2,Druid,US
4503,tank,SL Season 2,Druid,CN
4504,tank,SL Season 2,Demon Hunter,EU
4505,tank,SL Season 2,Druid,US
4506,tank,SL Season 2,Monk,EU
4507,tank,SL Season 2,Monk,EU
4508,tank,SL Season 2,Paladin,CN
4509,tank,SL Season 2,Paladin,US
4510,tank,SL Season 2,Death Knight,EU
4511,tank,SL Season 2,Death Knight,KR
4512,tank,SL Season 2,Paladin,EU
4513,tank,SL Season 2,Druid,EU
4514,tank,SL Season 2,Paladin,KR
4515,tank,SL Season 2,Paladin,US
4516,tank,SL Season 2,Demon Hunter,CN
4517,tank,SL Season 2,Druid,EU
4518,tank,SL Season 2,Druid,KR
4519,tank,SL Season 2,Warrior,US
4520,tank,SL Season 2,Druid,EU
4521,tank,SL Season 2,Druid,EU
4522,tank,SL Season 2,Druid,CN
4523,tank,SL Season 2,Death Knight,KR
4524,tank,SL Season 2,Paladin,EU
4525,tank,SL Season 2,Paladin,EU
4526,tank,SL Season 2,Druid,EU
4527,tank,SL Season 2,Druid,US
4528,tank,SL Season 2,Demon Hunter,CN
4529,tank,SL Season 2,Demon Hunter,EU
4530,tank,SL Season 2,Druid,EU
4531,tank,SL Season 2,Druid,EU
4532,tank,SL Season 2,Druid,US
4533,tank,SL Season 2,Paladin,US
4534,tank,SL Season 2,Demon Hunter,CN
4535,tank,SL Season 2,Paladin,US
4536,tank,SL Season 2,Druid,EU
4537,tank,SL Season 2,Druid,EU
4538,tank,SL Season 2,Druid,TW
4539,tank,SL Season 2,Monk,KR
4540,tank,SL Season 2,Druid,EU
4541,tank,SL Season 2,Death Knight,EU
4542,tank,SL Season 2,Paladin,KR
4543,tank,SL Season 2,Paladin,EU
4544,tank,SL Season 2,Druid,EU
4545,tank,SL Season 2,Monk,US
4546,tank,SL Season 2,Paladin,KR
4547,tank,SL Season 2,Druid,CN
4548,tank,SL Season 2,Paladin,EU
4549,tank,SL Season 2,Druid,EU
4550,tank,SL Season 2,Death Knight,EU
4551,tank,SL Season 2,Druid,US
4552,tank,SL Season 2,Warrior,US
4553,tank,SL Season 2,Demon Hunter,KR
4554,tank,SL Season 2,Death Knight,EU
4555,tank,SL Season 2,Death Knight,EU
4556,tank,SL Season 2,Demon Hunter,TW
4557,tank,SL Season 2,Paladin,EU
4558,tank,SL Season 2,Paladin,EU
4559,tank,SL Season 2,Paladin,EU
4560,tank,SL Season 2,Paladin,CN
4561,tank,SL Season 2,Death Knight,CN
4562,tank,SL Season 2,Druid,EU
4563,tank,SL Season 2,Paladin,CN
4564,tank,SL Season 2,Druid,EU
4565,tank,SL Season 2,Monk,EU
4566,tank,SL Season 2,Demon Hunter,EU
4567,tank,SL Season 2,Warrior,US
4568,tank,SL Season 2,Paladin,US
4569,tank,SL Season 2,Monk,KR
4570,tank,SL Season 2,Demon Hunter,TW
4571,tank,SL Season 2,Druid,EU
4572,tank,SL Season 2,Paladin,EU
4573,tank,SL Season 2,Druid,EU
4574,tank,SL Season 2,Druid,EU
4575,tank,SL Season 2,Druid,EU
4576,tank,SL Season 2,Druid,US
4577,tank,SL Season 2,Warrior,CN
4578,tank,SL Season 2,Druid,EU
4579,tank,SL Season 2,Paladin,EU
4580,tank,SL Season 2,Druid,EU
4581,tank,SL Season 2,Monk,EU
4582,tank,SL Season 2,Druid,US
4583,tank,SL Season 2,Paladin,US
4584,tank,SL Season 2,Death Knight,EU
4585,tank,SL Season 2,Paladin,EU
4586,tank,SL Season 2,Death Knight,US
4587,tank,SL Season 2,Paladin,KR
4588,tank,SL Season 2,Druid,EU
4589,tank,SL Season 2,Warrior,EU
4590,tank,SL Season 2,Druid,US
4591,tank,SL Season 2,Druid,KR
4592,tank,SL Season 2,Monk,US
4593,tank,SL Season 2,Death Knight,US
4594,tank,SL Season 2,Monk,EU
4595,tank,SL Season 2,Druid,KR
4596,tank,SL Season 2,Demon Hunter,EU
4597,tank,SL Season 2,Druid,US
4598,tank,SL Season 2,Demon Hunter,TW
4599,tank,SL Season 2,Paladin,US
4600,tank,SL Season 2,Paladin,US
4601,tank,SL Season 2,Druid,US
4602,tank,SL Season 2,Druid,KR
4603,tank,SL Season 2,Death Knight,KR
4604,tank,SL Season 2,Demon Hunter,CN
4605,tank,SL Season 2,Paladin,TW
4606,tank,SL Season 2,Demon Hunter,KR
4607,tank,SL Season 2,Monk,KR
4608,tank,SL Season 2,Druid,US
4609,tank,SL Season 2,Druid,TW
4610,tank,SL Season 2,Druid,EU
4611,tank,SL Season 2,Paladin,KR
4612,tank,SL Season 2,Paladin,EU
4613,tank,SL Season 2,Paladin,EU
4614,tank,SL Season 2,Druid,EU
4615,tank,SL Season 2,Paladin,US
4616,tank,SL Season 2,Death Knight,EU
4617,tank,SL Season 2,Monk,KR
4618,tank,SL Season 2,Warrior,KR
4619,tank,SL Season 2,Monk,EU
4620,tank,SL Season 2,Paladin,US
4621,tank,SL Season 2,Paladin,EU
4622,tank,SL Season 2,Paladin,KR
4623,tank,SL Season 2,Paladin,TW
4624,tank,SL Season 2,Paladin,EU
4625,tank,SL Season 2,Monk,EU
4626,tank,SL Season 2,Death Knight,US
4627,tank,SL Season 2,Druid,EU
4628,tank,SL Season 2,Druid,US
4629,tank,SL Season 2,Warrior,US
4630,tank,SL Season 2,Monk,EU
4631,tank,SL Season 2,Paladin,EU
4632,tank,SL Season 2,Monk,EU
4633,tank,SL Season 2,Paladin,EU
4634,tank,SL Season 2,Druid,EU
4635,tank,SL Season 2,Monk,EU
4636,tank,SL Season 2,Druid,EU
4637,tank,SL Season 2,Demon Hunter,US
4638,tank,SL Season 2,Demon Hunter,TW
4639,tank,SL Season 2,Death Knight,US
4640,tank,SL Season 2,Paladin,CN
4641,tank,SL Season 2,Paladin,EU
4642,tank,SL Season 2,Druid,EU
4643,tank,SL Season 2,Druid,EU
4644,tank,SL Season 2,Paladin,EU
4645,tank,SL Season 2,Paladin,EU
4646,tank,SL Season 2,Druid,CN
4647,tank,SL Season 2,Paladin,US
4648,tank,SL Season 2,Druid,US
4649,tank,SL Season 2,Druid,EU
4650,tank,SL Season 2,Paladin,EU
4651,tank,SL Season 2,Druid,EU
4652,tank,SL Season 2,Death Knight,EU
4653,tank,SL Season 2,Paladin,US
4654,tank,SL Season 2,Warrior,TW
4655,tank,SL Season 2,Druid,EU
4656,tank,SL Season 2,Death Knight,EU
4657,tank,SL Season 2,Druid,EU
4658,tank,SL Season 2,Druid,EU
4659,tank,SL Season 2,Death Knight,EU
4660,tank,SL Season 2,Druid,EU
4661,tank,SL Season 2,Druid,CN
4662,tank,SL Season 2,Paladin,US
4663,tank,SL Season 2,Druid,EU
4664,tank,SL Season 2,Druid,EU
4665,tank,SL Season 2,Paladin,US
4666,tank,SL Season 2,Monk,EU
4667,tank,SL Season 2,Paladin,US
4668,tank,SL Season 2,Paladin,US
4669,tank,SL Season 2,Death Knight,US
4670,tank,SL Season 2,Druid,EU
4671,tank,SL Season 2,Druid,EU
4672,tank,SL Season 2,Death Knight,US
4673,tank,SL Season 2,Paladin,EU
4674,tank,SL Season 2,Druid,KR
4675,tank,SL Season 2,Paladin,EU
4676,tank,SL Season 2,Druid,KR
4677,tank,SL Season 2,Druid,EU
4678,tank,SL Season 2,Demon Hunter,EU
4679,tank,SL Season 2,Druid,EU
4680,tank,SL Season 2,Druid,US
4681,tank,SL Season 2,Paladin,EU
4682,tank,SL Season 2,Demon Hunter,US
4683,tank,SL Season 2,Monk,EU
4684,tank,SL Season 2,Monk,EU
4685,tank,SL Season 2,Demon Hunter,US
4686,tank,SL Season 2,Paladin,EU
4687,tank,SL Season 2,Druid,EU
4688,tank,SL Season 2,Druid,EU
4689,tank,SL Season 2,Paladin,US
4690,tank,SL Season 2,Demon Hunter,EU
4691,tank,SL Season 2,Druid,EU
4692,tank,SL Season 2,Demon Hunter,US
4693,tank,SL Season 2,Death Knight,EU
4694,tank,SL Season 2,Demon Hunter,US
4695,tank,SL Season 2,Druid,EU
4696,tank,SL Season 2,Druid,EU
4697,tank,SL Season 2,Druid,US
4698,tank,SL Season 2,Monk,EU
4699,tank,SL Season 2,Druid,US
4700,tank,SL Season 2,Druid,US
4701,tank,SL Season 2,Monk,EU
4702,tank,SL Season 2,Paladin,EU
4703,tank,SL Season 2,Druid,US
4704,tank,SL Season 2,Paladin,CN
4705,tank,SL Season 2,Paladin,US
4706,tank,SL Season 2,Druid,EU
4707,tank,SL Season 2,Paladin,US
4708,tank,SL Season 2,Druid,EU
4709,tank,SL Season 2,Paladin,EU
4710,tank,SL Season 2,Druid,EU
4711,tank,SL Season 2,Druid,EU
4712,tank,SL Season 2,Druid,EU
4713,tank,SL Season 2,Druid,EU
4714,tank,SL Season 2,Paladin,EU
4715,tank,SL Season 2,Paladin,KR
4716,tank,SL Season 2,Demon Hunter,TW
4717,tank,SL Season 2,Druid,EU
4718,tank,SL Season 2,Paladin,EU
4719,tank,SL Season 2,Monk,EU
4720,tank,SL Season 2,Paladin,EU
4721,tank,SL Season 2,Demon Hunter,CN
4722,tank,SL Season 2,Death Knight,EU
4723,tank,SL Season 2,Druid,EU
4724,tank,SL Season 2,Monk,EU
4725,tank,SL Season 2,Paladin,US
4726,tank,SL Season 2,Paladin,US
4727,tank,SL Season 2,Paladin,US
4728,tank,SL Season 2,Druid,EU
4729,tank,SL Season 2,Druid,US
4730,tank,SL Season 2,Druid,US
4731,tank,SL Season 2,Death Knight,US
4732,tank,SL Season 2,Paladin,EU
4733,tank,SL Season 2,Druid,EU
4734,tank,SL Season 2,Druid,KR
4735,tank,SL Season 2,Death Knight,US
4736,tank,SL Season 2,Druid,EU
4737,tank,SL Season 2,Paladin,EU
4738,tank,SL Season 2,Druid,EU
4739,tank,SL Season 2,Druid,US
4740,tank,SL Season 2,Druid,EU
4741,tank,SL Season 2,Demon Hunter,EU
4742,tank,SL Season 2,Death Knight,US
4743,tank,SL Season 2,Monk,CN
4744,tank,SL Season 2,Druid,EU
4745,tank,SL Season 2,Druid,US
4746,tank,SL Season 2,Paladin,EU
4747,tank,SL Season 2,Paladin,EU
4748,tank,SL Season 2,Monk,EU
4749,tank,SL Season 2,Paladin,EU
4750,tank,SL Season 2,Demon Hunter,EU
4751,tank,SL Season 2,Demon Hunter,KR
4752,tank,SL Season 2,Druid,EU
4753,tank,SL Season 2,Paladin,EU
4754,tank,SL Season 2,Monk,US
4755,tank,SL Season 2,Paladin,EU
4756,tank,SL Season 2,Druid,EU
4757,tank,SL Season 2,Druid,EU
4758,tank,SL Season 2,Paladin,US
4759,tank,SL Season 2,Demon Hunter,EU
4760,tank,SL Season 2,Paladin,EU
4761,tank,SL Season 2,Paladin,EU
4762,tank,SL Season 2,Death Knight,EU
4763,tank,SL Season 2,Druid,EU
4764,tank,SL Season 2,Monk,US
4765,tank,SL Season 2,Druid,EU
4766,tank,SL Season 2,Druid,EU
4767,tank,SL Season 2,Monk,EU
4768,tank,SL Season 2,Druid,EU
4769,tank,SL Season 2,Paladin,EU
4770,tank,SL Season 2,Druid,EU
4771,tank,SL Season 2,Paladin,US
4772,tank,SL Season 2,Druid,EU
4773,tank,SL Season 2,Paladin,EU
4774,tank,SL Season 2,Druid,EU
4775,tank,SL Season 2,Paladin,US
4776,tank,SL Season 2,Demon Hunter,TW
4777,tank,SL Season 2,Paladin,EU
4778,tank,SL Season 2,Death Knight,US
4779,tank,SL Season 2,Monk,US
4780,tank,SL Season 2,Paladin,KR
4781,tank,SL Season 2,Druid,EU
4782,tank,SL Season 2,Death Knight,EU
4783,tank,SL Season 2,Paladin,US
4784,tank,SL Season 2,Monk,EU
4785,tank,SL Season 2,Monk,EU
4786,tank,SL Season 2,Druid,EU
4787,tank,SL Season 2,Paladin,EU
4788,tank,SL Season 2,Druid,US
4789,tank,SL Season 2,Druid,EU
4790,tank,SL Season 2,Death Knight,EU
4791,tank,SL Season 2,Paladin,US
4792,tank,SL Season 2,Demon Hunter,EU
4793,tank,SL Season 2,Paladin,EU
4794,tank,SL Season 2,Druid,US
4795,tank,SL Season 2,Paladin,US
4796,tank,SL Season 2,Druid,CN
4797,tank,SL Season 2,Druid,EU
4798,tank,SL Season 2,Druid,US
4799,tank,SL Season 2,Death Knight,US
4800,tank,SL Season 2,Druid,US
4801,tank,SL Season 2,Death Knight,EU
4802,tank,SL Season 2,Paladin,US
4803,tank,SL Season 2,Druid,EU
4804,tank,SL Season 2,Death Knight,KR
4805,tank,SL Season 2,Druid,US
4806,tank,SL Season 2,Paladin,EU
4807,tank,SL Season 2,Death Knight,US
4808,tank,SL Season 2,Monk,EU
4809,tank,SL Season 2,Warrior,EU
4810,tank,SL Season 2,Paladin,EU
4811,tank,SL Season 2,Paladin,EU
4812,tank,SL Season 2,Paladin,US
4813,tank,SL Season 2,Demon Hunter,KR
4814,tank,SL Season 2,Death Knight,EU
4815,tank,SL Season 2,Druid,US
4816,tank,SL Season 2,Paladin,EU
4817,tank,SL Season 2,Druid,EU
4818,tank,SL Season 2,Monk,EU
4819,tank,SL Season 2,Demon Hunter,EU
4820,tank,SL Season 2,Druid,EU
4821,tank,SL Season 2,Monk,EU
4822,tank,SL Season 2,Druid,EU
4823,tank,SL Season 2,Warrior,EU
4824,tank,SL Season 2,Paladin,EU
4825,tank,SL Season 2,Death Knight,EU
4826,tank,SL Season 2,Paladin,EU
4827,tank,SL Season 2,Druid,EU
4828,tank,SL Season 2,Druid,EU
4829,tank,SL Season 2,Paladin,EU
4830,tank,SL Season 2,Druid,EU
4831,tank,SL Season 2,Monk,US
4832,tank,SL Season 2,Druid,EU
4833,tank,SL Season 2,Druid,KR
4834,tank,SL Season 2,Monk,EU
4835,tank,SL Season 2,Paladin,US
4836,tank,SL Season 2,Monk,EU
4837,tank,SL Season 2,Demon Hunter,EU
4838,tank,SL Season 2,Druid,US
4839,tank,SL Season 2,Druid,EU
4840,tank,SL Season 2,Druid,EU
4841,tank,SL Season 2,Death Knight,US
4842,tank,SL Season 2,Paladin,EU
4843,tank,SL Season 2,Paladin,EU
4844,tank,SL Season 2,Monk,EU
4845,tank,SL Season 2,Monk,US
4846,tank,SL Season 2,Druid,EU
4847,tank,SL Season 2,Demon Hunter,US
4848,tank,SL Season 2,Druid,EU
4849,tank,SL Season 2,Druid,EU
4850,tank,SL Season 2,Druid,US
4851,tank,SL Season 2,Paladin,EU
4852,tank,SL Season 2,Druid,EU
4853,tank,SL Season 2,Druid,EU
4854,tank,SL Season 2,Druid,US
4855,tank,SL Season 2,Druid,EU
